Artist Alpha Sort,Artist Begin Date,Artist Display Bio,Artist Display Name,Artist End Date,Artist Nationality,Artist Prefix,Artist Role,Symbolic Value KPI,Legality KPI ,Preservation KPI Materials,totalKPIs,Materials Classifying - Preservation KPI,If Null,CaseTotalKPI,Risk Assessment - Preservation KPI,City,Classification,Country,County,Credit Line,Culture,Department,Dimensions,Dynasty,Excavation,F45,F46,F47,F48,F49,Geography Type,Is Highlight,Is Public Domain,Link Resource,Locale,Locus,Medium,Metadata Date,Number of Records,Object Begin Date,Object Date,Object End Date,Object ID,ObjectName,ObjectNumber,Period,Portfolio,Region,Reign,Repository,Rights and Reproduction,Risk Assessment - Preservation KPI Part 2,River,State,Subregion,Tags,Title
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/721685,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,second quarter of the 5th century B.C.,-300,721685,Kylix fragment,2011.604.1.8516,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a stemless kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/721730,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,mid-5th century B.C.,-300,721730,Kylix fragment,2011.604.1.8561,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a stemless kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/721742,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,460–450 B.C.,-300,721742,Kylix fragment,2011.604.1.8573,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta rim fragment of a kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/721852,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,470–450 B.C.,-300,721852,Kylix fragment,2011.604.1.8698,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a stemless kylix (drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/728532,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,second quarter of the 5th century B.C.,-400,728532,Neck-amphora fragments,"2011.604.2.18a, b",Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragments of a neck-amphora (jar)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/728878,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,450–430 B.C.,-400,728878,Column-krater fragment,2011.604.2.368,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a column-krater (bowl for mixing wine and water)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/728909,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,5th century,-400,728909,Column-krater fragments,2011.604.2.399a–c,Archaic/Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragments of column-kraters (bowls for mixing wine and water)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/729062,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,second quarter of the 5th century B.C.,-400,729062,Column-krater fragment,2011.604.2.544,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a column-krater (bowl for mixing wine and water)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/729083,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,460–440 B.C.,-400,729083,Column-krater fragment,2011.604.2.565,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a column-krater (bowl for mixing wine and water)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/729116,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,470–440 B.C.,-400,729116,Column-krater fragment,2011.604.2.599,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a column-krater (bowl for mixing wine and water)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/729156,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,460–440 B.C.,-400,729156,Column-krater fragments,2011.604.2.639a–d,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragments of column-kraters (bowls for mixing wine and water)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/729160,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,second quarter of the 5th century B.C.,-400,729160,Column-krater fragment,2011.604.2.643,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a column-krater (bowl for mixing wine and water)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/733190,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,460–450 B.C.,-300,733190,Calyx-krater fragment,2011.604.2.758,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a calyx-krater (bowl for mixing wine and water)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/733280,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,460–450 B.C.,-300,733280,Bell-krater fragment,2011.604.2.856,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a bell-krater (bowl for mixing wine and water)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/733476,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,second half of the 5th century B.C.,-300,733476,Oinochoe fragment,2011.604.2.1038,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of an oinochoe (jug)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/737068,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,second quarter of the 5th century B.C.,-300,737068,Skyphos fragment,2011.604.2.1383,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a skyphos (deep drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/737070,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,440–430 B.C.,-300,737070,Skyphos fragment,2011.604.2.1386,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a skyphos (deep drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/737162,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,second half of the 5th century B.C.,-300,737162,Skyphos fragment,2011.604.2.1465,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a skyphos (deep drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/737203,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,460–440 B.C.,-300,737203,Skyphos fragment,2011.604.2.1513,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a skyphos (deep drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/737280,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,490–470 B.C.,-300,737280,Skyphos fragment,2011.604.2.1604,Late Archaic/Early Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a skyphos (deep drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/737298,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,second quarter of the 5th century B.C.,-300,737298,Skyphos fragment,2011.604.2.1623,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a skyphos (deep drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/737409,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,second half of the 5th century B.C.,-300,737409,Skyphoi fragments,"2011.604.2.1818a, b",Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragments of skyphoi (deep drinking cups)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/737469,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,480–470 B.C.,-300,737469,Skyphos fragment,2011.604.2.1654,Early Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a skyphos (deep drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/737498,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,second quarter of the 5th century B.C.,-300,737498,Skyphos fragment,2011.604.2.1719,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta rim fragment of a skyphos (deep drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/737502,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,third quarter of the 5th century B.C.,-300,737502,Skyphos fragment,2011.604.2.1723,Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a skyphos (deep drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/737525,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,490–470 B.C.,-300,737525,Skyphos fragment,2011.604.2.1804,Late Archaic/Early Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta rim fragment of a skyphos (deep drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/740241,,,Terracotta,4/1/2019 8:00:02 AM,1,-530,6th/5th centuries B.C.,-300,740241,Pot fragment,2011.604.2.2154,Archaic/Classical,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a pot
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/745061,,,Terracotta,4/1/2019 8:00:02 AM,1,-650,510–500 B.C.,-400,745061,Amphora fragment,2011.604.3.62,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of an amphora (jar)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/745351,,,Terracotta,4/1/2019 8:00:02 AM,1,-650,490–480 B.C.,-400,745351,Neck-amphora fragments,"2011.604.3.444a, b",Late Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragments of a neck-amphora (jar)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/749933,,,Terracotta,4/1/2019 8:00:02 AM,1,-650,late 6th/early 5th century B.C.,-450,749933,Column-krater fragment,2011.604.3.574,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a column-krater (bowl for mixing wine and water)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/749938,,,Terracotta,4/1/2019 8:00:02 AM,1,-650,6th/5th centuries B.C.,-450,749938,Column-krater fragment,2011.604.3.579,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a column-krater (bowl for mixing wine and water)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/749947,,,Terracotta,4/1/2019 8:00:02 AM,1,-650,6th/5th centuries B.C.,-450,749947,Column-krater or calyx-krater fragment,2011.604.3.593,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a column-krater (bowl for mixing wine and water) or calyx-krater (bowl for mixing wine and water)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/750077,,,Terracotta,4/1/2019 8:00:02 AM,1,-650,second quarter of the sixth century B.C.,-450,750077,"Neck-amphora, Tyrrhenian fragment",2011.604.3.760,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a neck-amphora (jar)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/750128,,,Terracotta,4/1/2019 8:00:02 AM,1,-650,late 6th century B.C.,-450,750128,Lekythos fragment,2011.604.3.836,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a lekythos (oil flask)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/750169,,,Terracotta,4/1/2019 8:00:02 AM,1,-650,early 5th century B.C.,-450,750169,Lekythos fragment,2011.604.3.889,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a lekythos (oil flask)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/750184,,,Terracotta,4/1/2019 8:00:02 AM,1,-650,late 6th century B.C.,-450,750184,Lekythos fragment,2011.604.3.904,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a lekythos (oil flask)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/750247,,,Terracotta,4/1/2019 8:00:02 AM,1,-650,second quarter of the 6th century B.C.,-450,750247,Lekanis lid fragment,2011.604.3.985,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a lekanis lid (covered dish)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/752824,,,Terracotta,4/1/2019 8:00:02 AM,1,-680,500 B.C.,-450,752824,Skyphos fragment,2011.604.3.1295,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a skyphos (deep drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/752842,,,Terracotta,4/1/2019 8:00:02 AM,1,-680,490–480 B.C.,-450,752842,Skyphos fragment,2011.604.3.1314,Late Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta rim fragment of a skyphos (deep drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/752924,,,Terracotta,4/1/2019 8:00:02 AM,1,-680,late 6th/early 5th century B.C.,-450,752924,Skyphos fragment,2011.604.3.1414,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a skyphos (deep drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/752952,,,Terracotta,4/1/2019 8:00:02 AM,1,-680,late 6th/early 5th century B.C.,-450,752952,Skyphos fragment,2011.604.3.1442,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a skyphos (deep drinking cup)
,,,,,,,,0,0,1,2,Clay,0,Overall Collection,Unknown,,Vases,,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011","Greek, Attic",Greek and Roman Art,,,,,,,,,,FALSE,TRUE,http://www.metmuseum.org/art/collection/search/752959,,,Terracotta,4/1/2019 8:00:02 AM,1,-680,late 6th/early 5th century B.C.,-450,752959,Skyphos fragment,2011.604.3.1449,Archaic,,,,"Metropolitan Museum of Art, New York, NY",,0,,,,,Terracotta fragment of a skyphos (deep drinking cup)
