"Object Number","Is Highlight","Is Public Domain","Object ID","Department","Object Name","Title","Culture","Period","Dynasty","Reign","Portfolio","Artist Role","Artist Prefix","Artist Display Name","Artist Display Bio","Artist Suffix","Artist Alpha Sort","Artist Nationality","Artist Begin Date","Artist End Date","Object Date","Object Begin Date","Object End Date","Medium","Dimensions","Credit Line","Geography Type","City","State","County","Country","Region","Subregion","Locale","Locus","Excavation","River","Classification","Rights and Reproduction","Link Resource","Metadata Date","Repository","Tags"
"32.1.203","False","True","575747","Egyptian Art","Bead","Bead","","Roman Period","","","","","","","","","","","","","30 B.C.–A.D. 364","-30","364","Faience","l.1 cm (3/8 in)","Rogers Fund, 1932","From","","","","Egypt","Memphite Region","Lisht North","Old Kingdom Cemetery","","MMA excavations","","","","http://www.metmuseum.org/art/collection/search/575747","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"09.183.8d","False","False","576481","Egyptian Art","Plaque, cow's head, Nebwenenef","Foundation Deposit, Temple of Nebwenenef","","New Kingdom, Ramesside","Dynasty 19","reign of Ramesses II","","","","","","","","","","","ca. 1279–1213 B.C.","-1279","-1279","Faience","L. 1.4 × W. 1.3 cm (9/16 × 1/2 in.)","Gift of The Egyptian Research Account and British School of Archaeology in Egypt, 1909","From","","","","Egypt","Upper Egypt, Thebes","Sheikh Abd el-Qurna","Temple of Nebwenenef","Foundation deposit","Petrie excavations, 1909","","","","http://www.metmuseum.org/art/collection/search/576481","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"2006.82.6","False","True","576651","Egyptian Art","Vessel fragment","Vessel fragment","","New Kingdom","Dynasty 18","reign of Amenhotep III","","","","","","","","","","","ca. 1390–1353 B.C.","-1390","-1390","Pottery, paint","h. 3.3 cm (1 5/16 in); w. 4.3 cm (1 11/16 in); th. 1 cm (3/8 in)","Gift of James H. Schwartz, 2006","From","","","","Egypt","Upper Egypt, Thebes","Malqata","Palace of Amenhotep III","","","","","","http://www.metmuseum.org/art/collection/search/576651","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"19.3.209k","False","False","576700","Egyptian Art","Bandage, Prince Amenemhat","Bandage","","Late New Kingdom to early Third Intermediate Period","Dynasty 20–21","","","","","","","","","","","","ca. 1186–945 B.C.","-1186","-945","Linen","L. 205 cm (80 11/16 in.); W. 9 cm (3 9/16 in.)","Rogers Fund, 1919","From","","","","Egypt","Upper Egypt, Thebes","Southern Asasif, Meketre Valley","burial of Prince Amenemhat near Cliff Tomb (MMA 1021)","on mummy 19.3.208","MMA excavations, 1918–19","","","","http://www.metmuseum.org/art/collection/search/576700","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"25.3.191b","False","True","577250","Egyptian Art","Bracelet, Henettawy F, wedjat, barrel beads","Bracelet with wedjat eye amulets and barrel beads","","Third Intermediate Period","late Dynasty 21","","","","","","","","","","","","ca. 1000–945 B.C.","-1000","-945","Linen, gold, glass, faience","Diam. ca. 3.8 cm (1 1/2 in.)","Rogers Fund, 1925","From","","","","Egypt","Upper Egypt, Thebes","Deir el-Bahri","Tomb of Henettawy F (MMA 59)","","MMA excavations, 1923–24","","","","http://www.metmuseum.org/art/collection/search/577250","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"11.150.2G-25","False","True","577465","Egyptian Art","Model tableware (part of set of 71 objects)","Model tableware (part of set of 71 objects)","","Old Kingdom","Dynasty 5–6","","","","","","","","","","","","ca. 2465–2150 B.C.","-2465","-2150","Limestone","","Rogers Fund, 1911","From|Probably from","","|","","Egypt","Memphite Region","Memphite Necropolis","","","","","","","http://www.metmuseum.org/art/collection/search/577465","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"2014.735","False","True","587682","Drawings and Prints","Map","Aegyptus Hodierna, Map of Egypt","","","","","","Artist","","Johann Baptist Homann","German, Oberkammlach 1664–1724 Nuremberg","","Homann, Johann Baptist","German","1664      ","1724      ","ca. 1720","1715","1725","Etching and engraving, hand-colored on laid paper","Sheet: 24 5/8 × 20 5/8 in. (62.6 × 52.4 cm)
Plate: 23 × 19 3/8 in. (58.4 × 49.2 cm)","Gift of Elaine and Lewis Dubroff, 2014","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/587682","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Maps"
"25.10.25.37","False","True","588385","Egyptian Art","Ostracon","Ostracon","","Late Period–Ptolemaic Period","","","","","","","","","","","","","400–30 B.C.","-400","-400","Pottery, ink","7.1 x 5.7 x 1 cm (2 13/16 x 2 1/4 x 3/8 in.)","Rogers Fund, 1925","From","","","","Egypt","Western Desert; Kharga Oasis","Hibis","","","MMA excavations, 1908–10","","","","http://www.metmuseum.org/art/collection/search/588385","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"26.3.353ll","False","True","590377","Egyptian Art","Relief fragment, Neferu","Relief from the tomb of Queen Neferu (see 26.3.353-1)","","Middle Kingdom","Dynasty 11","reign of Mentuhotep II, early","","","","","","","","","","","ca. 2051–2030 B.C.","-2051","-2051","Limestone, paint","H. 12 x W. 15 cm (4 3/4 x 5 7/8 in.)","Rogers Fund, 1926","From","","","","Egypt","Upper Egypt, Thebes","Deir el-Bahri","Tomb of Neferu (TT 319, MMA 31)","","MMA excavations, 1923–25","","","","http://www.metmuseum.org/art/collection/search/590377","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"26.3.356.52","False","True","590521","Egyptian Art","Inlay, hieroglyph","Inlay","","Late Period, Saite","Dynasty 26","reign of Psamtik I","","","","","","","","","","","664–610 B.C.","-664","-610","Blue faience","L. 2 to 8 cm","Rogers Fund, 1926","From","","","","Egypt","Upper Egypt, Thebes","Deir el-Bahri","Tomb of Nespekashuty (TT 312, MMA 509)","","MMA excavations, 1922–23","","","","http://www.metmuseum.org/art/collection/search/590521","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"26.7.1323","False","True","590580","Egyptian Art","Earring, ribbed penannular","Ribbed Penannular Earring","","Second Intermediate Period–Early New Kingdom","Dynasty 17–Early Dynasty 18","","","","","","","","","","","","ca. 1550–1425 B.C.","-1550","-1550","Gold","Diam. 2.5 cm (1 in)","Purchase, Edward S. Harkness Gift, 1926","From","","","","Egypt","Upper Egypt, Thebes","Asasif","Tomb CC 37","burial 83","Carnarvon excavations","","","","http://www.metmuseum.org/art/collection/search/590580","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Earrings"
"98.4.76gg","False","False","590825","Egyptian Art","Relief fragments (45), tomb of Mereri perhaps","Relief fragment possibly from the tomb of Mereri","","Old Kingdom–First Intermediate Period","Dynasty 7–10 (?)","","","","","","","","","","","","ca. 2100–2090 B.C.","-2100","-2100","Stone","","Gift of Egypt Exploration Fund, 1898","From","","","","Egypt","Northern Upper Egypt","Dendera","Tomb of Mereri","Behind Temple of Hathor","","","","","http://www.metmuseum.org/art/collection/search/590825","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"11.150.15a–c-related","False","False","590947","Egyptian Art","coffin, mummy, Nephthys","Coffins and Mummy of the Lady Nephthys","","Middle Kingdom","Dynasty 12","","","","","","","","","","","","ca. 1981–1802 B.C.","-1981","-1981","Painted wood, cartonnage, linen, human remains, mummification material","Outer Coffin: L. 202.8 cm (20 15/16 × 79 13/16 in.); Inner Coffin: L. 179.5 cm (70 11/16 in.); Mummy: L. 162.5 cm (64 in.)","Rogers Fund, 1911","From","","","","Egypt","Middle Egypt","Meir","","","Khashaba excavations, 1910–11","","","","http://www.metmuseum.org/art/collection/search/590947","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Hieroglyphs|Coffins|Mummies"
"25.3.19.67","False","True","591045","Egyptian Art","Shabti, Henettawy C","Worker Shabti of Henettawy (C), Daughter of Isetemkheb","","Third Intermediate Period","Dynasty 21","","","","","","","","","","","","ca. 990–970 B.C.","-990","-970","Faience","H. 11.7 x W. 4.5 x D. 3.3 cm (4 5/8 x 1 3/4 x 1 5/16 in.)","Rogers Fund, 1925","From","","","","Egypt","Upper Egypt, Thebes","Deir el-Bahri","Tomb MMA 60","Chamber B, Burial of Henettawy C (4)","MMA excavations, 1923–24","","","","http://www.metmuseum.org/art/collection/search/591045","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Funerary Objects"
"08.204.1.1","False","False","591620","Egyptian Art","Cast, Hatshepsut Temple, Punt reliefs, south wall","Cast of Hatshepsut's Punt Reliefs: Reception in Punt","","Original: New Kingdom","Dynasty 18","joint reign of Hatshepsut and Thutmose III","","Artist","","Walter Tyndale","","","Tyndale, Walter","","","","ca. 1479–1458 B.C.","-1473","-1458","Plaster","","Rogers Fund, 1908","Original from","","","","Egypt","Upper Egypt, Thebes","Deir el-Bahri","Temple of Hatshepsut","Middle Colonnade, Southern Portico: South wall","","","","","http://www.metmuseum.org/art/collection/search/591620","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"08.204.1.11","False","False","591630","Egyptian Art","Cast, Hatshepsut Temple, Punt reliefs, south wall","Cast of Hatshepsut's Punt Reliefs: Reception in Punt","","Original: New Kingdom","Dynasty 18","joint reign of Hatshepsut and Thutmose III","","Artist","","Walter Tyndale","","","Tyndale, Walter","","","","ca. 1479–1458 B.C.","-1473","-1458","Plaster","H. 31.8 cm (12 1/2 in.); W. 35.6 cm (14 in.)","Rogers Fund, 1908","Original from","","","","Egypt","Upper Egypt, Thebes","Deir el-Bahri","Temple of Hatshepsut","Middle Colonnade, Southern Portico: South wall","","","","","http://www.metmuseum.org/art/collection/search/591630","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"25.3.19.142","False","True","591759","Egyptian Art","Shabti, Henettawy C","Worker Shabti of Henettawy (C), Daughter of Isetemkheb","","Third Intermediate Period","Dynasty 21","","","","","","","","","","","","ca. 990–970 B.C.","-990","-970","Faience","H. 11.6 × W. 4.3 × D. 3.5 cm (4 9/16 × 1 11/16 × 1 3/8 in.)","Rogers Fund, 1925","From","","","","Egypt","Upper Egypt, Thebes","Deir el-Bahri","Tomb MMA 60","Chamber B, Burial of Henettawy C (4)","MMA excavations, 1923–24","","","","http://www.metmuseum.org/art/collection/search/591759","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Funerary Objects"
"Burdick 314, E7.25","False","False","622946","Drawings and Prints","Print","Number 27, Servian Cavalry, from the "Soldier Cards" series (E7)","","","","","","Publisher","Issued by","Anonymous, American, 20th century","","","Anonymous, American, 20th century","","1900      ","1999      ","1910s","1900","1925","Commercial color lithograph","Sheet: 2 1/2 × 1 1/2 in. (6.4 × 3.8 cm)","The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick","","","","","","","","","","","","Prints|Ephemera","","http://www.metmuseum.org/art/collection/search/622946","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Soldiers|Men"
"Burdick 314, E8.10","False","False","623125","Drawings and Prints","Print","U.S.C. Charleston, from the U.S. Battleships series (E8)","","","","","","Publisher","Issued by","Anonymous, American, 20th century","","","Anonymous, American, 20th century","American","1900      ","1999      ","1910s","1910","1919","Commercial color lithograph","Sheet: 2 3/4 × 1 1/2 in. (7 × 3.8 cm)","The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick","","","","","","","","","","","","Prints|Ephemera","","http://www.metmuseum.org/art/collection/search/623125","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Ships"
"49.95.2631(24)","False","False","623126","Drawings and Prints","Print ornament & architecture","View into the courtyard of a palace with a rivergod in the center of a rectangular pond, from Small Architectural Perspective Views","","","","","Small Architectural Perspective Views","Artist|Artist|Artist|Publisher","after","Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum|Hieronymus Cock","Netherlandish, Leeuwarden 1527–1606 (?)  Antwerp (?)|Netherlandish, 1528/32–1605|Netherlandish, active 1554–72, died before 1589|Netherlandish, Antwerp ca. 1510–1570 Antwerp","","Vredeman de Vries, Hans|Doetecum, Johannes van I|Doetecum, Lucas van|Cock, Hieronymus","Netherlandish|Netherlandish|Netherlandish|Netherlandish","1527      |1528      |1554      |1510      ","1606      |1605      |1589      |1570      ","1562","1562","1562","Etching; first state of two (Hollstein)","Sheet: 6 1/16 × 8 5/16 in. (15.4 × 21.1 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1949","","","","","","","","","","","","Ornament & Architecture|Prints","","http://www.metmuseum.org/art/collection/search/623126","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"Burdick 314, E4.14","False","False","623406","Drawings and Prints","Print","Bennington, U.S.N. Gunboat, from the Nation's Pride series (E4)","","","","","","Publisher|Printer","Issued by|Printed by the","Anonymous, American, 20th century|American Lithographic Co.","New York, NY","","Anonymous, American, 20th century|American Lithographic Co.","American|American","1900      |1890      ","1999      |1920      ","1910s","1910","1919","Commercial color lithograph","Sheet: 1 7/16 × 2 5/8 in. (3.6 × 6.6 cm)","The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick","","","","","","","","","","","","Prints|Ephemera","","http://www.metmuseum.org/art/collection/search/623406","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Ships"
"41.97.286(5a)","False","False","623559","Drawings and Prints","Print","Saints ascending steps, from Prove di Vari Rami Inediti [...]","","","","","Prove di Vari Rami Inediti [...]","Artist|Artist","After","Francesco Rosaspina|Parmigianino (Girolamo Francesco Maria Mazzola)","Italian, Montescudo 1762–1841 Bologna|Italian, Parma 1503–1540 Casalmaggiore","","Rosaspina, Francesco|Parmigianino (Girolamo Francesco Maria Mazzola)","Italian|Italian","1762      |1503      ","1841      |1540      ","19th century","1780","1841","Etching with aquatint","Mount: 19 5/8 × 15 1/4 in. (49.8 × 38.7 cm)
Sheet: 11 × 8 9/16 in. (28 × 21.8 cm)
Plate: 10 9/16 × 8 1/4 in. (26.8 × 21 cm)","Gift of Harry Shaw Newman, 1941","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/623559","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"Burdick 314","False","False","623579","Drawings and Prints","Album","Album 314","","","","","","","","","","","","","","","20th century","1899","1925","","Overall: 15 1/2 x 13 x 2 1/2 in. (39.4 x 33 x 6.4 cm)","The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick, 1963","","","","","","","","","","","","Albums|Ephemera","","http://www.metmuseum.org/art/collection/search/623579","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"51.501.6076(1)","False","False","623593","Drawings and Prints","Print ornament & architecture","Square tempietto seen from below with underneath a fountain in the shape of a basin with Bacchus sitting on barrel, plate 13, from Artis Perspectivæ","","","","","Artis Perspectivae","Artist|Artist|Artist|Publisher","after","Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum|Gerard de Jode","Netherlandish, Leeuwarden 1527–1606 (?)  Antwerp (?)|Netherlandish, 1528/32–1605|Netherlandish, active 1554–72, died before 1589|Netherlandish, 1509/17–1591","","Vredeman de Vries, Hans|Doetecum, Johannes van I|Doetecum, Lucas van|Jode, Gerard de","Netherlandish|Netherlandish|Netherlandish|Netherlandish","1527      |1528      |1554      |1509      ","1606      |1605      |1589      |1591      ","1568","1568","1568","Etching; first state of three (Hollstein)","Sheet: 9 13/16 × 6 13/16 in. (25 × 17.3 cm)","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951","","Antwerp","","","","","","","","","","Ornament & Architecture|Prints","","http://www.metmuseum.org/art/collection/search/623593","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"Burdick 314(21)","False","False","623730","Drawings and Prints","Album","Album 314, Page 21","","","","","","","","","","","","","","","20th century","1899","1925","Commercial color lithographs","Sheet: 15 1/8 x 12 3/16 in. (38.4 x 31 cm)","The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick","","","","","","","","","","","","Albums|Ephemera","","http://www.metmuseum.org/art/collection/search/623730","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY",""
"2014.91","False","False","624583","Asian Art","Print","","India","","","","","","","","","","","","","","1910s","1910","1919","Lithograph","Image: 14 × 9 7/8 in. (35.6 × 25.1 cm)","Purchase, Bequest of Nina Bunshaft, by exchange, 2014","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/624583","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Kings|Portraits"
"63.350.246.205.94","False","False","624673","Drawings and Prints","Baseball card, print","Fred Clarke, Pittsburgh Pirates, National League, from the "Baseball Series" (Gold Borders) set (T205) issued by the American Tobacco Company","","","","","","Publisher","Issued by the","American Tobacco Company","","","American Tobacco Company","","","","1911","1911","1911","Commercial color lithograph","Sheet: 2 5/8 × 1 1/2 in. (6.7 × 3.8 cm)","The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick","","","","","","","","","","","","Prints|Ephemera","","http://www.metmuseum.org/art/collection/search/624673","4/1/2019 8:00:02 AM","Metropolitan Museum of Art, New York, NY","Men|Portraits|Baseball|Athletes"
